% Signal from Computer Exercise
#499

0.0	 	-1.2340980408667956E-4
1.0	 	-1.3908851902558328E-4
2.0	 	-1.5663379391802593E-4
3.0	 	-1.7625125424738458E-4
4.0	 	-1.9816708886150622E-4
5.0	 	-2.2262985691888897E-4
6.0	 	-2.4991242536772247E-4
7.0	 	-2.803140433239076E-4
8.0	 	-3.141625596901382E-4
9.0	 	-3.5181679028813584E-4
10.0	 	-3.936690406550783E-4
11.0	 	-4.401477904777925E-4
12.0	 	-4.917205453989819E-4
13.0	 	-5.488968616229595E-4
14.0	 	-6.122315483683632E-4
15.0	 	-6.823280527563766E-4
16.0	 	-7.598420311792399E-4
17.0	 	-8.454851105595829E-4
18.0	 	-9.400288421806869E-4
19.0	 	-0.00104430884993568
20.0	 	-0.0011592291739045914
21.0	 	-0.0012857668091172418
22.0	 	-0.0014249764381924648
23.0	 	-0.0015779953552560772
24.0	 	-0.001746048577127756
25.0	 	-0.0019304541362277093
26.0	 	-0.0021326285479854796
27.0	 	-0.002354092443734227
28.0	 	-0.0025964763581439957
29.0	 	-0.0028615266581875835
30.0	 	-0.0031511115984444414
31.0	 	-0.003467227485234994
32.0	 	-0.0038120049296441576
33.0	 	-0.0041877151669449005
34.0	 	-0.004596776417277874
35.0	 	-0.005041760259690979
36.0	 	-0.005525397988803926
37.0	 	-0.006050586920450509
38.0	 	-0.006620396609680049
39.0	 	-0.007238074941486124
40.0	 	-0.00790705405159343
41.0	 	-0.008630956031593754
42.0	 	-0.00941359836970158
43.0	 	-0.010258999075423577
44.0	 	-0.011171381433530617
45.0	 	-0.012155178329914496
46.0	 	-0.013215036089233969
47.0	 	-0.014355817761737865
48.0	 	-0.015582605794331027
49.0	 	-0.01690070401885429
50.0	 	-0.018315638888720825
51.0	 	-0.019833159893522582
52.0	 	-0.021459239080030414
53.0	 	-0.023200069607197726
54.0	 	-0.025062063262376567
55.0	 	-0.027051846866006035
56.0	 	-0.02917625749257035
57.0	 	-0.03144233643668529
58.0	 	-0.0338573218547887
59.0	 	-0.03642864001511673
60.0	 	-0.03916389509146895
61.0	 	-0.04207085743972899
62.0	 	-0.045157450300230495
63.0	 	-0.04843173487385645
64.0	 	-0.05190189372523599
65.0	 	-0.0555762124725514
66.0	 	-0.05946305973026724
67.0	 	-0.06357086527849923
68.0	 	-0.06790809644068115
69.0	 	-0.07248323265954632
70.0	 	-0.07730473827004296
71.0	 	-0.08238103347638757
72.0	 	-0.08772046354864681
73.0	 	-0.09333126626147177
74.0	 	-0.09922153760309688
75.0	 	-0.10539919578533222
76.0	 	-0.11187194358343255
77.0	 	-0.11864722902621105
78.0	 	-0.12573220443852315
79.0	 	-0.13313368380610965
80.0	 	-0.1408580983811401
81.0	 	-0.14891145036814338
82.0	 	-0.15729926441451997
83.0	 	-0.16602653646474755
84.0	 	-0.17509767930647444
85.0	 	-0.18451646381957482
86.0	 	-0.19428595451088337
87.0	 	-0.20440843734759773
88.0	 	-0.21488533715586122
89.0	 	-0.22571712088748028
90.0	 	-0.23690318183270845
91.0	 	-0.24844169832399762
92.0	 	-0.2603294585888235
93.0	 	-0.272561641128789
94.0	 	-0.2851315372985089
95.0	 	-0.29803019962267724
96.0	 	-0.31124599584522
97.0	 	-0.3247640448158353
98.0	 	-0.33856550620964165
99.0	 	-0.35262669194170326
100.0	 	-0.36691796326576426
101.0	 	-0.38140237432504875
102.0	 	-0.3960340208560781
103.0	 	-0.4107560524562693
104.0	 	-0.42549830904825414
105.0	 	-0.44017454773977643
106.0	 	-0.45467923608108307
107.0	 	-0.4688839026646207
108.0	 	-0.48263305693319875
109.0	 	-0.4957397176423907
110.0	 	-0.5079806240677228
111.0	 	-0.5190912457620029
112.0	 	-0.5287607549192826
113.0	 	-0.5366271789843912
114.0	 	-0.5422730080694947
115.0	 	-0.545221589144626
116.0	 	-0.544934693108629
117.0	 	-0.5408116871265531
118.0	 	-0.5321907777365265
119.0	 	-0.5183528044103857
120.0	 	-0.4985280525995752
121.0	 	-0.47190651423559604
122.0	 	-0.4376519474644662
123.0	 	-0.3949199728077055
124.0	 	-0.3428802887433294
125.0	 	-0.28074289729491303
126.0	 	-0.20778800409514608
127.0	 	-0.12339900542205817
128.0	 	-0.027097708203200788
129.0	 	0.08141933752266195
130.0	 	0.20224476349669573
131.0	 	0.33522614837555464
132.0	 	0.4799353632298251
133.0	 	0.6356433200709983
134.0	 	0.8013019375195807
135.0	 	0.9755350256928306
136.0	 	1.1566395700650167
137.0	 	1.3425985614690634
138.0	 	1.5311060843067277
139.0	 	1.719604853189232
140.0	 	1.905335803142834
141.0	 	2.0853987204308497
142.0	 	2.256822285318171
143.0	 	2.416641322981779
144.0	 	2.561978562746187
145.0	 	2.6901278247681253
146.0	 	2.7986353175944334
147.0	 	2.8853756619630393
148.0	 	2.9486193679111765
149.0	 	2.987088784228759
150.0	 	3.0
151.0	 	2.987088784228759
152.0	 	2.9486193679111765
