% Signal from Computer Exercise
#50

0.0	 	24.62160945269362
1.0	 	21.32038932743898
2.0	 	36.49429693630708
3.0	 	18.139517876596802
4.0	 	37.53171215860672
5.0	 	41.66776940353495
6.0	 	44.17792057176703
7.0	 	55.43629339865744
8.0	 	12.354444051048588
9.0	 	11.412495383338413
10.0	 	10.024902077759814
11.0	 	38.98555746550194
12.0	 	54.50962845106544
13.0	 	34.7904049464282
14.0	 	13.981765985622559
15.0	 	13.388698919292338
16.0	 	47.584205535723484
17.0	 	24.66602142942621
18.0	 	23.925194547022272
19.0	 	17.577857775232445
20.0	 	13.77906610449304
21.0	 	52.72564061107174
22.0	 	44.607964118889235
23.0	 	35.091999023886316
24.0	 	34.0326824626174
25.0	 	38.31639614738869
26.0	 	58.14887977491782
27.0	 	59.13499366392316
28.0	 	12.173634032952304
29.0	 	24.30930286275448
30.0	 	33.41199475851208
31.0	 	47.57591420791792
32.0	 	35.08110445522446
33.0	 	14.194337204405269
34.0	 	18.778595952523553
35.0	 	19.663087116347498
36.0	 	50.02185944314201
37.0	 	34.50821201148406
38.0	 	46.536139972446904
39.0	 	11.897289629602517
40.0	 	51.08418473685705
41.0	 	40.650563829353345
42.0	 	17.39150028405897
43.0	 	15.245780385563359
44.0	 	38.94370480076329
45.0	 	52.161854175135126
46.0	 	50.46166130873844
47.0	 	59.677694732509345
48.0	 	42.07295496258729
49.0	 	35.61637802026726

